site,sow.year,species,plot,exclosure,treat,treatment,seeded,scarif,no.germ,germ.0,germ.1,germ.2,germ.3,germ.4,germ.5,germ.prop,no.germ.prop,germ.prop.via,surv.prop.0,surv.prop.1,surv.prop.2,surv.prop.3,surv.prop.4,planted,viability
sshr,2017,spruce,424,yes,1,control,0,0,NA,0,0,NA,,#REF!,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,448,no,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,425,no,2,seeded,1,0,20,0,0,0,,0,,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,425,no,2,seeded,1,0,20,0,0,NA,,#REF!,,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,449,no,4,seeded.scarified,1,1,20,0,NA,0,,NA,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,425,yes,2,seeded,1,0,20,0,0,0,,0,,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,425,yes,2,seeded,1,0,20,0,0,NA,,#REF!,,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,450,no,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,426,no,4,seeded.scarified,1,1,19,1,0,0,,0,,0.052631579,0.95,0.10989011,0,0,NA,0,0,20,0.455
sshr,2017,spruce,426,no,4,seeded.scarified,1,1,20,0,0,NA,,#REF!,,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,451,no,2,seeded,1,0,20,0,NA,0,,NA,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,426,yes,4,seeded.scarified,1,1,20,0,0,0,,0,,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,426,yes,4,seeded.scarified,1,1,18,2,1,NA,,#REF!,,0.111111111,0.9,0.21978022,0.5,NA,0.5,NA,0,20,0.455
scut,2018,spruce,452,no,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,427,no,3,scarified,0,1,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,427,no,3,scarified,0,1,NA,0,0,NA,,#REF!,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,453,no,2,seeded,1,0,20,0,NA,0,,NA,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,427,yes,3,scarified,0,1,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,427,yes,3,scarified,0,1,NA,0,0,NA,,#REF!,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,454,no,4,seeded.scarified,1,1,20,0,NA,0,,NA,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,428,no,1,control,0,0,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,428,no,1,control,0,0,NA,0,0,NA,,#REF!,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,455,no,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,428,yes,1,control,0,0,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,428,yes,1,control,0,0,NA,0,0,NA,,#REF!,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,456,no,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,429,no,2,seeded,1,0,20,0,0,0,,0,,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,429,no,2,seeded,1,0,20,0,0,NA,,#REF!,,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,457,no,2,seeded,1,0,20,0,NA,0,,NA,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,429,yes,2,seeded,1,0,20,0,0,0,,0,,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,429,yes,2,seeded,1,0,20,0,0,NA,,#REF!,,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,458,no,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,430,no,1,control,0,0,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,430,no,1,control,0,0,NA,0,0,NA,,#REF!,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,459,no,4,seeded.scarified,1,1,20,0,NA,0,,NA,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,430,yes,1,control,0,0,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,430,yes,1,control,0,0,NA,0,0,NA,,#REF!,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,460,no,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1701,no,2,seeded,1,0,20,0,0,0,,0,,0,1,0,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1702,no,4,seeded.scarified,1,1,20,0,0,0,,0,,0,1,0,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1703,no,1,control,0,0,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1704,no,3,scarified,0,1,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1705,no,2,seeded,1,0,20,0,0,0,,0,,0,1,0,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1706,no,4,seeded.scarified,1,1,13,7,7,2,,0,,0.538461538,0.65,0.769230769,1,0.285714286,NA,0,0,20,0.455
nalp,2016,spruce,1707,no,1,control,0,0,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1708,no,3,scarified,0,1,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1709,no,2,seeded,1,0,19,1,1,1,,1,,0.052631579,0.95,0.10989011,1,1,NA,1,1,20,0.455
nalp,2016,spruce,1710,no,4,seeded.scarified,1,1,19,1,1,1,,0,,0.052631579,0.95,0.10989011,1,1,NA,0,0,20,0.455
nalp,2016,spruce,1711,no,1,control,0,0,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1712,no,3,scarified,0,1,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1713,no,2,seeded,1,0,20,0,0,0,,0,,0,1,0,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1714,no,4,seeded.scarified,1,1,15,5,3,3,,3,,0.333333333,0.75,0.549450549,0.6,0.6,NA,0.6,0.2,20,0.455
nalp,2016,spruce,1715,no,1,control,0,0,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1716,no,3,scarified,0,1,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1717,no,2,seeded,1,0,20,0,0,0,,0,,0,1,0,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1718,no,4,seeded.scarified,1,1,20,0,0,0,,0,,0,1,0,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1719,no,1,control,0,0,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1720,no,3,scarified,0,1,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,401,no,2,seeded,1,0,20,0,0,0,,0,,0,1,0,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,402,no,1,control,0,0,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,403,no,4,seeded.scarified,1,1,17,3,1,0,,0,,0.176470588,0.85,0.32967033,0.333333333,0,NA,0,0,20,0.455
salp,2016,spruce,404,no,3,scarified,0,1,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,405,no,2,seeded,1,0,20,0,0,0,,0,,0,1,0,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,406,no,4,seeded.scarified,1,1,19,1,1,1,,1,,0.052631579,0.95,0.10989011,1,1,NA,1,1,20,0.455
salp,2016,spruce,407,no,1,control,0,0,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,408,no,3,scarified,0,1,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,409,no,2,seeded,1,0,17,3,2,2,,1,,0.176470588,0.85,0.32967033,0.666666667,0.666666667,NA,0.333333333,0,20,0.455
salp,2016,spruce,410,no,4,seeded.scarified,1,1,18,2,2,1,,1,,0.111111111,0.9,0.21978022,1,0.5,NA,0.5,0,20,0.455
salp,2016,spruce,411,no,3,scarified,0,1,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,412,no,1,control,0,0,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,413,no,4,seeded.scarified,1,1,18,2,2,1,,0,,0.111111111,0.9,0.21978022,1,0.5,NA,0,0,20,0.455
salp,2016,spruce,414,no,3,scarified,0,1,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,415,no,2,seeded,1,0,17,3,3,3,,1,,0.176470588,0.85,0.32967033,1,1,NA,0.333333333,0.333333333,20,0.455
salp,2016,spruce,416,no,1,control,0,0,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,417,no,2,seeded,1,0,18,2,2,2,,0,,0.111111111,0.9,0.21978022,1,1,NA,0,0,20,0.455
salp,2016,spruce,418,no,4,seeded.scarified,1,1,20,0,0,0,,0,,0,1,0,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,419,no,3,scarified,0,1,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,420,no,1,control,0,0,NA,0,0,0,,0,,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2016,fir,441,yes,2,seeded,1,0,19,1,1,0,,0,NA,0.052631579,0.95,0.07751938,1,0,NA,0,0,20,0.645
scut,2017,fir,441,yes,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,441,yes,2,seeded,1,0,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,442,yes,4,seeded.scarified,1,1,16,4,4,4,,4,4,0.25,0.8,0.310077519,1,1,NA,1,0,20,0.645
scut,2017,fir,442,yes,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,442,yes,4,seeded.scarified,1,1,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,443,yes,1,control,0,0,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,443,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,443,yes,1,control,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,444,yes,3,scarified,0,1,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,444,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,444,yes,3,scarified,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,445,yes,4,seeded.scarified,1,1,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,445,yes,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,445,yes,4,seeded.scarified,1,1,14,1,NA,1,1,NA,NA,0.071428571,0.933333333,0.103359173,NA,1,NA,NA,0,15,0.645
scut,2016,fir,446,yes,2,seeded,1,0,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,446,yes,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,446,yes,2,seeded,1,0,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,447,yes,3,scarified,0,1,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,447,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,447,yes,3,scarified,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,448,yes,1,control,0,0,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,448,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,448,yes,1,control,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,449,yes,4,seeded.scarified,1,1,18,2,2,2,,2,2,0.111111111,0.9,0.15503876,1,1,NA,1,0,20,0.645
scut,2017,fir,449,yes,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,449,yes,4,seeded.scarified,1,1,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,450,yes,3,scarified,0,1,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,450,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,450,yes,3,scarified,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,451,yes,2,seeded,1,0,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,451,yes,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,451,yes,2,seeded,1,0,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,452,yes,1,control,0,0,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,452,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,452,yes,1,control,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,453,yes,2,seeded,1,0,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,453,yes,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,453,yes,2,seeded,1,0,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,454,yes,4,seeded.scarified,1,1,13,7,3,3,,3,2,0.538461538,0.65,0.542635659,0.428571429,0.428571429,NA,0.428571429,0,20,0.645
nalp,2016,spruce,1701,yes,2,seeded,1,0,15,5,4,2,,1,NA,0.333333333,0.75,0.549450549,0.8,0.4,NA,0.2,0,20,0.455
nalp,2016,spruce,1702,yes,4,seeded.scarified,1,1,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1703,yes,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1704,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1705,yes,2,seeded,1,0,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1706,yes,4,seeded.scarified,1,1,15,5,5,2,,1,NA,0.333333333,0.75,0.549450549,1,0.4,NA,0.2,0,20,0.455
nalp,2016,spruce,1707,yes,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1708,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1709,yes,2,seeded,1,0,19,1,0,0,,0,NA,0.052631579,0.95,0.10989011,0,0,NA,0,0,20,0.455
nalp,2016,spruce,1710,yes,4,seeded.scarified,1,1,18,2,2,2,,1,NA,0.111111111,0.9,0.21978022,1,1,NA,0.5,0.5,20,0.455
nalp,2016,spruce,1711,yes,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1712,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1713,yes,2,seeded,1,0,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1714,yes,4,seeded.scarified,1,1,10,10,9,5,,5,NA,1,0.5,1.098901099,0.9,0.5,NA,0.5,0.4,20,0.455
nalp,2016,spruce,1715,yes,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1716,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1717,yes,2,seeded,1,0,18,2,2,2,,1,NA,0.111111111,0.9,0.21978022,1,1,NA,0.5,0,20,0.455
nalp,2016,spruce,1718,yes,4,seeded.scarified,1,1,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1719,yes,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2016,spruce,1720,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,401,yes,2,seeded,1,0,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,402,yes,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,403,yes,4,seeded.scarified,1,1,12,8,8,8,,6,NA,0.666666667,0.6,0.879120879,1,1,NA,0.75,0.25,20,0.455
salp,2016,spruce,404,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,405,yes,2,seeded,1,0,16,4,4,3,,2,NA,0.25,0.8,0.43956044,1,0.75,NA,0.5,0.5,20,0.455
salp,2016,spruce,406,yes,4,seeded.scarified,1,1,17,3,3,2,,1,NA,0.176470588,0.85,0.32967033,1,0.666666667,NA,0.333333333,0.333333333,20,0.455
salp,2016,spruce,407,yes,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,408,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,409,yes,2,seeded,1,0,18,2,2,2,,2,NA,0.111111111,0.9,0.21978022,1,1,NA,1,1,20,0.455
salp,2016,spruce,410,yes,4,seeded.scarified,1,1,17,3,3,3,,2,NA,0.176470588,0.85,0.32967033,1,1,NA,0.666666667,0.333333333,20,0.455
salp,2016,spruce,411,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,412,yes,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,413,yes,4,seeded.scarified,1,1,12,8,8,8,,7,NA,0.666666667,0.6,0.879120879,1,1,NA,0.875,0.625,20,0.455
salp,2016,spruce,414,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,415,yes,2,seeded,1,0,18,2,2,2,,2,NA,0.111111111,0.9,0.21978022,1,1,NA,1,1,20,0.455
salp,2016,spruce,416,yes,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,417,yes,2,seeded,1,0,14,6,6,3,,2,NA,0.428571429,0.7,0.659340659,1,0.5,NA,0.333333333,0.166666667,20,0.455
salp,2016,spruce,418,yes,4,seeded.scarified,1,1,17,3,2,2,,2,NA,0.176470588,0.85,0.32967033,0.666666667,0.666666667,NA,0.666666667,0.666666667,20,0.455
salp,2016,spruce,419,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2016,spruce,420,yes,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2017,fir,454,yes,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,454,yes,4,seeded.scarified,1,1,13,2,NA,1,1,NA,NA,0.153846154,0.866666667,0.206718346,NA,0.5,NA,NA,0,15,0.645
