site,sow.year,species,plot,exclosure,treat,treatment,seeded,scarif,no.germ,germ.0,germ.1,germ.2,germ.3,germ.4,germ.5,germ.prop,no.germ.prop,germ.prop.via,surv.prop.0,surv.prop.1,surv.prop.2,surv.prop.3,surv.prop.4,planted,viability
scut,2016,fir,455,yes,3,scarified,0,1,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,455,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,455,yes,3,scarified,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,456,yes,1,control,0,0,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,456,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,456,yes,1,control,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,457,yes,2,seeded,1,0,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,457,yes,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,457,yes,2,seeded,1,0,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,458,yes,1,control,0,0,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,458,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,458,yes,1,control,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,459,yes,4,seeded.scarified,1,1,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,459,yes,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,459,yes,4,seeded.scarified,1,1,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
scut,2016,fir,460,yes,3,scarified,0,1,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2017,fir,460,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2018,fir,460,yes,3,scarified,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2017,spruce,431,no,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,431,no,4,seeded.scarified,1,1,19,1,1,0,,0,NA,0.052631579,0.95,0.10989011,1,0,NA,0,0,20,0.455
scut,2018,spruce,441,yes,2,seeded,1,0,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,431,yes,4,seeded.scarified,1,1,19,1,1,NA,, ,1,0.052631579,0.95,0.10989011,1,NA,1,NA,0,20,0.455
sshr,2016,spruce,431,yes,4,seeded.scarified,1,1,17,3,3,2,,2,NA,0.176470588,0.85,0.32967033,1,0.666666667,NA,0.333333333,0,20,0.455
scut,2018,spruce,442,yes,4,seeded.scarified,1,1,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,432,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,432,no,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,443,yes,1,control,0,0,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,432,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,432,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,444,yes,3,scarified,0,1,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,433,no,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,433,no,2,seeded,1,0,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,445,yes,4,seeded.scarified,1,1,18,2,NA,1,,NA,NA,0.111111111,0.9,0.21978022,NA,0.5,NA,NA,0,20,0.455
sshr,2017,spruce,433,yes,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,433,yes,2,seeded,1,0,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,446,yes,2,seeded,1,0,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,434,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,434,no,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,fir,1701,no,2,seeded,1,0,15,5,0,NA,,0,0,0.333333333,0.75,0.387596899,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1702,no,4,seeded.scarified,1,1,17,3,0,NA,,0,0,0.176470588,0.85,0.23255814,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1703,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1704,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1705,no,2,seeded,1,0,10,10,0,NA,,0,0,1,0.5,0.775193798,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1706,no,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1707,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1708,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1709,no,2,seeded,1,0,8,12,1,NA,,0,0,1.5,0.4,0.930232558,0.083333333,NA,0,0,NA,20,0.645
nalp,2017,fir,1710,no,4,seeded.scarified,1,1,12,8,0,NA,,0,0,0.666666667,0.6,0.620155039,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1711,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1712,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1713,no,2,seeded,1,0,17,3,0,NA,,0,0,0.176470588,0.85,0.23255814,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1714,no,4,seeded.scarified,1,1,12,8,0,NA,,0,0,0.666666667,0.6,0.620155039,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1715,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1716,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1717,no,2,seeded,1,0,15,5,0,NA,,0,0,0.333333333,0.75,0.387596899,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1718,no,4,seeded.scarified,1,1,8,12,1,NA,,0,0,1.5,0.4,0.930232558,0.083333333,NA,0,0,NA,20,0.645
nalp,2017,fir,1719,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1720,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,401,no,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,402,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,403,no,4,seeded.scarified,1,1,14,6,0,NA,,0,0,0.428571429,0.7,0.465116279,0,NA,0,0,NA,20,0.645
salp,2017,fir,404,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,405,no,2,seeded,1,0,15,5,0,NA,,0,0,0.333333333,0.75,0.387596899,0,NA,0,0,NA,20,0.645
salp,2017,fir,406,no,4,seeded.scarified,1,1,12,8,1,NA,,0,0,0.666666667,0.6,0.620155039,0.125,NA,0,0,NA,20,0.645
salp,2017,fir,407,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,408,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,409,no,2,seeded,1,0,14,6,0,NA,,0,0,0.428571429,0.7,0.465116279,0,NA,0,0,NA,20,0.645
salp,2017,fir,410,no,4,seeded.scarified,1,1,8,12,0,NA,,0,0,1.5,0.4,0.930232558,0,NA,0,0,NA,20,0.645
salp,2017,fir,411,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,412,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,413,no,4,seeded.scarified,1,1,14,6,0,NA,,0,0,0.428571429,0.7,0.465116279,0,NA,0,0,NA,20,0.645
salp,2017,fir,414,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,415,no,2,seeded,1,0,15,5,0,NA,,0,0,0.333333333,0.75,0.387596899,0,NA,0,0,NA,20,0.645
salp,2017,fir,416,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,417,no,2,seeded,1,0,14,6,0,NA,,0,0,0.428571429,0.7,0.465116279,0,NA,0,0,NA,20,0.645
salp,2017,fir,418,no,4,seeded.scarified,1,1,11,9,2,NA,,1,1,0.818181818,0.55,0.697674419,0.222222222,NA,0.111111111,0.111111111,NA,20,0.645
salp,2017,fir,419,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,420,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
scut,2018,spruce,447,yes,3,scarified,0,1,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,434,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,434,yes,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,448,yes,1,control,0,0,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,435,no,4,seeded.scarified,1,1,19,1,0,NA,,0,0,0.052631579,0.95,0.10989011,0,NA,0,0,NA,20,0.455
sshr,2016,spruce,435,no,4,seeded.scarified,1,1,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,449,yes,4,seeded.scarified,1,1,13,7,NA,7,,NA,NA,0.538461538,0.65,0.769230769,NA,1,NA,NA,0,20,0.455
sshr,2017,spruce,435,yes,4,seeded.scarified,1,1,13,7,5,NA,, ,5,0.538461538,0.65,0.769230769,0.714285714,NA,0.714285714,NA,0,20,0.455
sshr,2016,spruce,435,yes,4,seeded.scarified,1,1,13,7,6,4,,4,NA,0.538461538,0.65,0.769230769,0.857142857,0.571428571,NA,0.571428571,0,20,0.455
scut,2018,spruce,450,yes,3,scarified,0,1,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,436,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,436,no,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,451,yes,2,seeded,1,0,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,436,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,436,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,452,yes,1,control,0,0,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,437,no,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,437,no,2,seeded,1,0,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,453,yes,2,seeded,1,0,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,437,yes,2,seeded,1,0,18,2,0,NA,,0,0,0.111111111,0.9,0.21978022,0,NA,0,NA,0,20,0.455
sshr,2016,spruce,437,yes,2,seeded,1,0,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,454,yes,4,seeded.scarified,1,1,13,7,NA,3,,NA,NA,0.538461538,0.65,0.769230769,NA,0.428571429,NA,NA,0,20,0.455
sshr,2017,spruce,438,no,4,seeded.scarified,1,1,19,1,0,NA,,0,0,0.052631579,0.95,0.10989011,0,NA,0,0,NA,20,0.455
sshr,2016,spruce,438,no,4,seeded.scarified,1,1,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,455,yes,3,scarified,0,1,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,438,yes,4,seeded.scarified,1,1,18,2,1,NA,, ,1,0.111111111,0.9,0.21978022,0.5,NA,0.5,NA,0,20,0.455
sshr,2016,spruce,438,yes,4,seeded.scarified,1,1,19,1,1,1,,0,NA,0.052631579,0.95,0.10989011,1,1,NA,0,0,20,0.455
scut,2018,spruce,456,yes,1,control,0,0,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,439,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,439,no,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,457,yes,2,seeded,1,0,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,439,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,439,yes,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,458,yes,1,control,0,0,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,spruce,440,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,440,no,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,459,yes,4,seeded.scarified,1,1,18,2,NA,2,,NA,NA,0.111111111,0.9,0.21978022,NA,1,NA,NA,0,20,0.455
sshr,2017,spruce,440,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2016,spruce,440,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2018,spruce,460,yes,3,scarified,0,1,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,fir,1701,yes,2,seeded,1,0,16,4,0,NA,,0,0,0.25,0.8,0.310077519,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1702,yes,4,seeded.scarified,1,1,10,10,0,NA,,0,0,1,0.5,0.775193798,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1703,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1704,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1705,yes,2,seeded,1,0,10,10,0,NA,,0,0,1,0.5,0.775193798,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1706,yes,4,seeded.scarified,1,1,10,10,0,NA,,0,0,1,0.5,0.775193798,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1707,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1708,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1709,yes,2,seeded,1,0,14,6,0,NA,,0,0,0.428571429,0.7,0.465116279,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1710,yes,4,seeded.scarified,1,1,3,17,1,NA,,0,0,5.666666667,0.15,1.317829457,0.058823529,NA,0,0,NA,20,0.645
nalp,2017,fir,1711,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1712,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1713,yes,2,seeded,1,0,15,5,0,NA,,0,0,0.333333333,0.75,0.387596899,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1714,yes,4,seeded.scarified,1,1,1,19,0,NA,,0,0,19,0.05,1.472868217,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1715,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1716,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1717,yes,2,seeded,1,0,15,5,1,NA,,0,0,0.333333333,0.75,0.387596899,0.2,NA,0,0,NA,20,0.645
nalp,2017,fir,1718,yes,4,seeded.scarified,1,1,7,13,0,NA,,0,0,1.857142857,0.35,1.007751938,0,NA,0,0,NA,20,0.645
nalp,2017,fir,1719,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,fir,1720,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,401,yes,2,seeded,1,0,19,1,0,NA,,0,0,0.052631579,0.95,0.07751938,0,NA,0,0,NA,20,0.645
salp,2017,fir,402,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,403,yes,4,seeded.scarified,1,1,9,11,0,NA,,0,0,1.222222222,0.45,0.852713178,0,NA,0,0,NA,20,0.645
salp,2017,fir,404,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,405,yes,2,seeded,1,0,14,6,0,NA,,0,0,0.428571429,0.7,0.465116279,0,NA,0,0,NA,20,0.645
salp,2017,fir,406,yes,4,seeded.scarified,1,1,9,11,1,NA,,0,0,1.222222222,0.45,0.852713178,0.090909091,NA,0,0,NA,20,0.645
salp,2017,fir,407,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,408,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,409,yes,2,seeded,1,0,17,3,1,NA,,0,0,0.176470588,0.85,0.23255814,0.333333333,NA,0,0,NA,20,0.645
salp,2017,fir,410,yes,4,seeded.scarified,1,1,12,8,0,NA,,0,0,0.666666667,0.6,0.620155039,0,NA,0,0,NA,20,0.645
salp,2017,fir,411,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,412,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,413,yes,4,seeded.scarified,1,1,9,11,1,NA,,1,1,1.222222222,0.45,0.852713178,0.090909091,NA,0.090909091,0.090909091,NA,20,0.645
salp,2017,fir,414,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,415,yes,2,seeded,1,0,16,4,1,NA,,0,0,0.25,0.8,0.310077519,0.25,NA,0,0,NA,20,0.645
salp,2017,fir,416,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,417,yes,2,seeded,1,0,13,7,0,NA,,0,0,0.538461538,0.65,0.542635659,0,NA,0,0,NA,20,0.645
salp,2017,fir,418,yes,4,seeded.scarified,1,1,8,12,2,NA,,2,2,1.5,0.4,0.930232558,0.166666667,NA,0.166666667,0.166666667,NA,20,0.645
salp,2017,fir,419,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
salp,2017,fir,420,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
