site,sow.year,species,plot,exclosure,treat,treatment,seeded,scarif,no.germ,germ.0,germ.1,germ.2,germ.3,germ.4,germ.5,germ.prop,no.germ.prop,germ.prop.via,surv.prop.0,surv.prop.1,surv.prop.2,surv.prop.3,surv.prop.4,planted,viability
sshr,2016,fir,421,no,4,seeded.scarified,1,1,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,421,no,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,421,no,4,seeded.scarified,1,1,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,422,no,2,seeded,1,0,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,422,no,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,422,no,2,seeded,1,0,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,423,no,3,scarified,0,1,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,423,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,423,no,3,scarified,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,424,no,1,control,0,0,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,424,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,424,no,1,control,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,425,no,2,seeded,1,0,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,425,no,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,425,no,2,seeded,1,0,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,426,no,4,seeded.scarified,1,1,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,426,no,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,426,no,4,seeded.scarified,1,1,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,427,no,3,scarified,0,1,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,427,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,427,no,3,scarified,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,428,no,1,control,0,0,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,428,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,428,no,1,control,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,429,no,2,seeded,1,0,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,429,no,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,429,no,2,seeded,1,0,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,430,no,1,control,0,0,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,430,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,430,no,1,control,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,431,no,4,seeded.scarified,1,1,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,431,no,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,431,no,4,seeded.scarified,1,1,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,432,no,3,scarified,0,1,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,432,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,432,no,3,scarified,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,433,no,2,seeded,1,0,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,433,no,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,433,no,2,seeded,1,0,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,434,no,1,control,0,0,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2017,spruce,1701,no,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1702,no,4,seeded.scarified,1,1,19,1,1,NA,,0,0,0.052631579,0.95,0.10989011,1,NA,0,0,NA,20,0.455
nalp,2017,spruce,1703,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1704,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1705,no,2,seeded,1,0,18,2,0,NA,,0,0,0.111111111,0.9,0.21978022,0,NA,0,0,NA,20,0.455
nalp,2017,spruce,1706,no,4,seeded.scarified,1,1,19,1,0,NA,,0,0,0.052631579,0.95,0.10989011,0,NA,0,0,NA,20,0.455
nalp,2017,spruce,1707,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1708,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1709,no,2,seeded,1,0,17,3,0,NA,,0,0,0.176470588,0.85,0.32967033,0,NA,0,0,NA,20,0.455
nalp,2017,spruce,1710,no,4,seeded.scarified,1,1,14,6,6,NA,,0,0,0.428571429,0.7,0.659340659,1,NA,0,0,NA,20,0.455
nalp,2017,spruce,1711,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1712,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1713,no,2,seeded,1,0,15,5,2,NA,,0,0,0.333333333,0.75,0.549450549,0.4,NA,0,0,NA,20,0.455
nalp,2017,spruce,1714,no,4,seeded.scarified,1,1,12,8,1,NA,,0,0,0.666666667,0.6,0.879120879,0.125,NA,0,0,NA,20,0.455
nalp,2017,spruce,1715,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1716,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1717,no,2,seeded,1,0,16,4,0,NA,,0,0,0.25,0.8,0.43956044,0,NA,0,0,NA,20,0.455
nalp,2017,spruce,1718,no,4,seeded.scarified,1,1,19,1,1,NA,,1,1,0.052631579,0.95,0.10989011,1,NA,1,1,NA,20,0.455
nalp,2017,spruce,1719,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1720,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,401,no,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,402,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,403,no,4,seeded.scarified,1,1,18,2,0,NA,,0,0,0.111111111,0.9,0.21978022,0,NA,0,0,NA,20,0.455
salp,2017,spruce,404,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,405,no,2,seeded,1,0,17,3,1,NA,,0,0,0.176470588,0.85,0.32967033,0.333333333,NA,0,0,NA,20,0.455
salp,2017,spruce,406,no,4,seeded.scarified,1,1,18,2,0,NA,,0,0,0.111111111,0.9,0.21978022,0,NA,0,0,NA,20,0.455
salp,2017,spruce,407,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,408,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,409,no,2,seeded,1,0,19,1,0,NA,,0,0,0.052631579,0.95,0.10989011,0,NA,0,0,NA,20,0.455
salp,2017,spruce,410,no,4,seeded.scarified,1,1,16,4,0,NA,,0,0,0.25,0.8,0.43956044,0,NA,0,0,NA,20,0.455
salp,2017,spruce,411,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,412,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,413,no,4,seeded.scarified,1,1,19,1,0,NA,,0,0,0.052631579,0.95,0.10989011,0,NA,0,0,NA,20,0.455
salp,2017,spruce,414,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,415,no,2,seeded,1,0,18,2,2,NA,,0,0,0.111111111,0.9,0.21978022,1,NA,0,0,NA,20,0.455
salp,2017,spruce,416,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,417,no,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,418,no,4,seeded.scarified,1,1,15,5,1,NA,,0,1,0.333333333,0.75,0.549450549,0.2,NA,0.2,0,NA,20,0.455
salp,2017,spruce,419,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,420,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2017,fir,434,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,434,no,1,control,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,435,no,4,seeded.scarified,1,1,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,435,no,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,435,no,4,seeded.scarified,1,1,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,436,no,3,scarified,0,1,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,436,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,436,no,3,scarified,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,437,no,2,seeded,1,0,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,437,no,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,437,no,2,seeded,1,0,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,438,no,4,seeded.scarified,1,1,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,438,no,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,438,no,4,seeded.scarified,1,1,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,439,no,1,control,0,0,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,439,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,439,no,1,control,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,440,no,3,scarified,0,1,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,440,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,440,no,3,scarified,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
scut,2016,spruce,441,no,2,seeded,1,0,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,441,no,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2018,spruce,421,no,4,seeded.scarified,1,1,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,441,yes,2,seeded,1,0,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,441,yes,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2018,spruce,422,no,2,seeded,1,0,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,442,no,4,seeded.scarified,1,1,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,442,no,4,seeded.scarified,1,1,19,1,0,NA,,0,0,0.052631579,0.95,0.10989011,0,NA,0,0,NA,20,0.455
sshr,2018,spruce,423,no,3,scarified,0,1,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,442,yes,4,seeded.scarified,1,1,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,442,yes,4,seeded.scarified,1,1,18,2,2,NA,,1,2,0.111111111,0.9,0.21978022,1,NA,1,NA,0,20,0.455
sshr,2018,spruce,424,no,1,control,0,0,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,443,no,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,443,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2018,spruce,425,no,2,seeded,1,0,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,443,yes,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,443,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2018,spruce,426,no,4,seeded.scarified,1,1,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,444,no,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,444,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1701,yes,2,seeded,1,0,19,1,0,NA,,0,0,0.052631579,0.95,0.10989011,0,NA,0,0,NA,20,0.455
nalp,2017,spruce,1702,yes,4,seeded.scarified,1,1,17,3,0,NA,,0,0,0.176470588,0.85,0.32967033,0,NA,0,0,NA,20,0.455
nalp,2017,spruce,1703,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1704,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1705,yes,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1706,yes,4,seeded.scarified,1,1,11,9,0,NA,,0,0,0.818181818,0.55,0.989010989,0,NA,0,0,NA,20,0.455
nalp,2017,spruce,1707,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1708,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1709,yes,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1710,yes,4,seeded.scarified,1,1,13,7,2,NA,,0,0,0.538461538,0.65,0.769230769,0.285714286,NA,0,0,NA,20,0.455
nalp,2017,spruce,1711,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1712,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1713,yes,2,seeded,1,0,12,8,0,NA,,0,0,0.666666667,0.6,0.879120879,0,NA,0,0,NA,20,0.455
nalp,2017,spruce,1714,yes,4,seeded.scarified,1,1,14,6,4,NA,,0,0,0.428571429,0.7,0.659340659,0.666666667,NA,0,0,NA,20,0.455
nalp,2017,spruce,1715,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1716,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1717,yes,2,seeded,1,0,16,4,1,NA,,0,0,0.25,0.8,0.43956044,0.25,NA,0,0,NA,20,0.455
nalp,2017,spruce,1718,yes,4,seeded.scarified,1,1,16,4,0,NA,,0,0,0.25,0.8,0.43956044,0,NA,0,0,NA,20,0.455
nalp,2017,spruce,1719,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2017,spruce,1720,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,401,yes,2,seeded,1,0,19,1,0,NA,,0,0,0.052631579,0.95,0.10989011,0,NA,0,0,NA,20,0.455
salp,2017,spruce,402,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,403,yes,4,seeded.scarified,1,1,15,5,2,NA,,0,0,0.333333333,0.75,0.549450549,0.4,NA,0,0,NA,20,0.455
salp,2017,spruce,404,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,405,yes,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,406,yes,4,seeded.scarified,1,1,13,7,4,NA,,0,0,0.538461538,0.65,0.769230769,0.571428571,NA,0,0,NA,20,0.455
salp,2017,spruce,407,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,408,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,409,yes,2,seeded,1,0,19,1,0,NA,,0,0,0.052631579,0.95,0.10989011,0,NA,0,0,NA,20,0.455
salp,2017,spruce,410,yes,4,seeded.scarified,1,1,11,9,4,NA,,0,0,0.818181818,0.55,0.989010989,0.444444444,NA,0,0,NA,20,0.455
salp,2017,spruce,411,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,412,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,413,yes,4,seeded.scarified,1,1,11,9,1,NA,,0,0,0.818181818,0.55,0.989010989,0.111111111,NA,0,0,NA,20,0.455
salp,2017,spruce,414,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,415,yes,2,seeded,1,0,17,3,0,NA,,0,0,0.176470588,0.85,0.32967033,0,NA,0,0,NA,20,0.455
salp,2017,spruce,416,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,417,yes,2,seeded,1,0,13,7,1,NA,,0,0,0.538461538,0.65,0.769230769,0.142857143,NA,0,0,NA,20,0.455
salp,2017,spruce,418,yes,4,seeded.scarified,1,1,17,3,2,NA,,0,0,0.176470588,0.85,0.32967033,0.666666667,NA,0,0,NA,20,0.455
salp,2017,spruce,419,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
salp,2017,spruce,420,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2018,fir,1701,no,2,seeded,1,0,14,1,NA,0,,NA,0,0.071428571,0.933333333,0.103359173,NA,0,0,NA,NA,15,0.645
nalp,2018,fir,1702,no,4,seeded.scarified,1,1,10,5,NA,0,,NA,0,0.5,0.666666667,0.516795866,NA,0,0,NA,NA,15,0.645
