site,sow.year,species,plot,exclosure,treat,treatment,seeded,scarif,no.germ,germ.0,germ.1,germ.2,germ.3,germ.4,germ.5,germ.prop,no.germ.prop,germ.prop.via,surv.prop.0,surv.prop.1,surv.prop.2,surv.prop.3,surv.prop.4,planted,viability
nalp,2018,fir,1703,no,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1704,no,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1705,no,2,seeded,1,0,12,3,NA,0,,NA,0,0.25,0.8,0.310077519,NA,0,0,NA,NA,15,0.645
nalp,2018,fir,1706,no,4,seeded.scarified,1,1,10,5,NA,0,,NA,0,0.5,0.666666667,0.516795866,NA,0,0,NA,NA,15,0.645
nalp,2018,fir,1707,no,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1708,no,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1709,no,2,seeded,1,0,15,0,NA,0,,NA,0,0,1,0,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1710,no,4,seeded.scarified,1,1,12,3,NA,0,,NA,0,0.25,0.8,0.310077519,NA,0,0,NA,NA,15,0.645
nalp,2018,fir,1711,no,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1712,no,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1713,no,2,seeded,1,0,15,0,NA,0,,NA,0,0,1,0,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1714,no,4,seeded.scarified,1,1,8,7,NA,0,,NA,0,0.875,0.533333333,0.723514212,NA,0,0,NA,NA,15,0.645
nalp,2018,fir,1715,no,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1716,no,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1717,no,2,seeded,1,0,11,4,NA,2,,NA,1,0.363636364,0.733333333,0.413436693,NA,0.5,0.25,NA,NA,15,0.645
nalp,2018,fir,1718,no,4,seeded.scarified,1,1,14,1,NA,0,,NA,0,0.071428571,0.933333333,0.103359173,NA,0,0,NA,NA,15,0.645
nalp,2018,fir,1719,no,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1720,no,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,401,no,2,seeded,1,0,14,1,NA,0,,NA,0,0.071428571,0.933333333,0.103359173,NA,0,0,NA,NA,15,0.645
salp,2018,fir,402,no,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,403,no,4,seeded.scarified,1,1,13,2,NA,0,,NA,0,0.153846154,0.866666667,0.206718346,NA,0,0,NA,NA,15,0.645
salp,2018,fir,404,no,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,405,no,2,seeded,1,0,11,4,NA,0,,NA,0,0.363636364,0.733333333,0.413436693,NA,0,0,NA,NA,15,0.645
salp,2018,fir,406,no,4,seeded.scarified,1,1,10,5,NA,3,,NA,3,0.5,0.666666667,0.516795866,NA,0.6,0.6,NA,NA,15,0.645
salp,2018,fir,407,no,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,408,no,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,409,no,2,seeded,1,0,14,1,NA,0,,NA,0,0.071428571,0.933333333,0.103359173,NA,0,0,NA,NA,15,0.645
salp,2018,fir,410,no,4,seeded.scarified,1,1,10,5,NA,2,,NA,1,0.5,0.666666667,0.516795866,NA,0.4,0.2,NA,NA,15,0.645
salp,2018,fir,411,no,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,412,no,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,413,no,4,seeded.scarified,1,1,12,3,NA,0,,NA,0,0.25,0.8,0.310077519,NA,0,0,NA,NA,15,0.645
salp,2018,fir,414,no,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,415,no,2,seeded,1,0,11,4,NA,0,,NA,0,0.363636364,0.733333333,0.413436693,NA,0,0,NA,NA,15,0.645
salp,2018,fir,416,no,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,417,no,2,seeded,1,0,15,0,NA,0,,NA,0,0,1,0,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,418,no,4,seeded.scarified,1,1,9,6,NA,2,,NA,2,0.666666667,0.6,0.620155039,NA,0.333333333,0.333333333,NA,NA,15,0.645
salp,2018,fir,419,no,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,420,no,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2018,spruce,427,no,3,scarified,0,1,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,444,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,444,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2018,spruce,428,no,1,control,0,0,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,445,no,4,seeded.scarified,1,1,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,445,no,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2018,spruce,429,no,2,seeded,1,0,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,445,yes,4,seeded.scarified,1,1,17,3,3,3,,3,NA,0.176470588,0.85,0.32967033,1,1,NA,1,0,20,0.455
scut,2017,spruce,445,yes,4,seeded.scarified,1,1,18,2,2,NA,,2,2,0.111111111,0.9,0.21978022,1,NA,1,NA,0,20,0.455
sshr,2018,spruce,430,no,1,control,0,0,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,446,no,2,seeded,1,0,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,446,no,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2018,spruce,431,no,4,seeded.scarified,1,1,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,446,yes,2,seeded,1,0,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,446,yes,2,seeded,1,0,19,1,0,NA,,0,0,0.052631579,0.95,0.10989011,0,NA,0,NA,0,20,0.455
sshr,2018,spruce,432,no,3,scarified,0,1,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,447,no,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,447,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2018,spruce,433,no,2,seeded,1,0,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,447,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,447,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2018,spruce,434,no,1,control,0,0,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,448,no,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,448,no,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2018,spruce,435,no,4,seeded.scarified,1,1,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,448,yes,1,control,0,0,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,448,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2018,spruce,436,no,3,scarified,0,1,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,449,no,4,seeded.scarified,1,1,20,0,0,0,,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,449,no,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.455
sshr,2018,spruce,437,no,2,seeded,1,0,20,0,NA,0,,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,449,yes,4,seeded.scarified,1,1,15,5,5,5,,5,NA,0.333333333,0.75,0.549450549,1,1,NA,1,0,20,0.455
scut,2017,spruce,449,yes,4,seeded.scarified,1,1,18,2,2,NA,,2,2,0.111111111,0.9,0.21978022,1,NA,1,NA,0,20,0.455
sshr,2018,spruce,438,no,4,seeded.scarified,1,1,19,1,NA,0,,NA,NA,0.052631579,0.95,0.10989011,NA,0,NA,NA,0,20,0.455
scut,2016,spruce,450,no,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,450,no,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2018,spruce,439,no,1,control,0,0,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2016,spruce,450,yes,3,scarified,0,1,NA,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
scut,2017,spruce,450,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
sshr,2018,spruce,440,no,3,scarified,0,1,NA,0,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.455
nalp,2018,fir,1701,yes,2,seeded,1,0,15,0,NA,0,,NA,0,0,1,0,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1702,yes,4,seeded.scarified,1,1,8,7,NA,7,,NA,1,0.875,0.533333333,0.723514212,NA,1,0.142857143,NA,NA,15,0.645
nalp,2018,fir,1703,yes,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1704,yes,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1705,yes,2,seeded,1,0,14,1,NA,1,,NA,0,0.071428571,0.933333333,0.103359173,NA,1,0,NA,NA,15,0.645
nalp,2018,fir,1706,yes,4,seeded.scarified,1,1,11,4,NA,0,,NA,0,0.363636364,0.733333333,0.413436693,NA,0,0,NA,NA,15,0.645
nalp,2018,fir,1707,yes,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1708,yes,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1709,yes,2,seeded,1,0,9,6,NA,1,,NA,1,0.666666667,0.6,0.620155039,NA,0.166666667,0.166666667,NA,NA,15,0.645
nalp,2018,fir,1710,yes,4,seeded.scarified,1,1,15,0,NA,0,,NA,0,0,1,0,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1711,yes,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1712,yes,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1713,yes,2,seeded,1,0,13,2,NA,0,,NA,0,0.153846154,0.866666667,0.206718346,NA,0,0,NA,NA,15,0.645
nalp,2018,fir,1714,yes,4,seeded.scarified,1,1,7,8,NA,0,,NA,0,1.142857143,0.466666667,0.826873385,NA,0,0,NA,NA,15,0.645
nalp,2018,fir,1715,yes,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1716,yes,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1717,yes,2,seeded,1,0,14,1,NA,1,,NA,0,0.071428571,0.933333333,0.103359173,NA,1,0,NA,NA,15,0.645
nalp,2018,fir,1718,yes,4,seeded.scarified,1,1,8,7,NA,7,,NA,1,0.875,0.533333333,0.723514212,NA,1,0.142857143,NA,NA,15,0.645
nalp,2018,fir,1719,yes,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
nalp,2018,fir,1720,yes,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,401,yes,2,seeded,1,0,14,1,NA,0,,NA,0,0.071428571,0.933333333,0.103359173,NA,0,0,NA,NA,15,0.645
salp,2018,fir,402,yes,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,403,yes,4,seeded.scarified,1,1,9,6,NA,3,,NA,3,0.666666667,0.6,0.620155039,NA,0.5,0.5,NA,NA,15,0.645
salp,2018,fir,404,yes,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,405,yes,2,seeded,1,0,14,1,NA,0,,NA,0,0.071428571,0.933333333,0.103359173,NA,0,0,NA,NA,15,0.645
salp,2018,fir,406,yes,4,seeded.scarified,1,1,6,9,NA,6,,NA,4,1.5,0.4,0.930232558,NA,0.666666667,0.444444444,NA,NA,15,0.645
salp,2018,fir,407,yes,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,408,yes,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,409,yes,2,seeded,1,0,15,0,NA,0,,NA,0,0,1,0,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,410,yes,4,seeded.scarified,1,1,5,10,NA,3,,NA,2,2,0.333333333,1.033591731,NA,0.3,0.2,NA,NA,15,0.645
salp,2018,fir,411,yes,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,412,yes,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,413,yes,4,seeded.scarified,1,1,7,8,NA,3,,NA,3,1.142857143,0.466666667,0.826873385,NA,0.375,0.375,NA,NA,15,0.645
salp,2018,fir,414,yes,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,415,yes,2,seeded,1,0,14,1,NA,0,,NA,0,0.071428571,0.933333333,0.103359173,NA,0,0,NA,NA,15,0.645
salp,2018,fir,416,yes,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,417,yes,2,seeded,1,0,9,6,NA,2,,NA,2,0.666666667,0.6,0.620155039,NA,0.333333333,0.333333333,NA,NA,15,0.645
salp,2018,fir,418,yes,4,seeded.scarified,1,1,6,9,NA,1,,NA,1,1.5,0.4,0.930232558,NA,0.111111111,0.111111111,NA,NA,15,0.645
salp,2018,fir,419,yes,3,scarified,0,1,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
salp,2018,fir,420,yes,1,control,0,0,NA,0,NA,0,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,421,yes,4,seeded.scarified,1,1,18,2,2,2,,1,1,0.111111111,0.9,0.15503876,1,1,NA,0.5,0,20,0.645
sshr,2017,fir,421,yes,4,seeded.scarified,1,1,19,1,1,NA,,1,1,0.052631579,0.95,0.07751938,1,NA,1,0,NA,20,0.645
sshr,2018,fir,421,yes,4,seeded.scarified,1,1,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,422,yes,2,seeded,1,0,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,422,yes,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,422,yes,2,seeded,1,0,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,423,yes,3,scarified,0,1,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,423,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,423,yes,3,scarified,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,424,yes,1,control,0,0,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,424,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,424,yes,1,control,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,425,yes,2,seeded,1,0,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,425,yes,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,425,yes,2,seeded,1,0,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,426,yes,4,seeded.scarified,1,1,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,426,yes,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,426,yes,4,seeded.scarified,1,1,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,427,yes,3,scarified,0,1,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,427,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,427,yes,3,scarified,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,428,yes,1,control,0,0,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,428,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,428,yes,1,control,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,429,yes,2,seeded,1,0,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,429,yes,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,429,yes,2,seeded,1,0,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,430,yes,1,control,0,0,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,430,yes,1,control,0,0,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,430,yes,1,control,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,431,yes,4,seeded.scarified,1,1,20,0,0,0,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,431,yes,4,seeded.scarified,1,1,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,431,yes,4,seeded.scarified,1,1,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,432,yes,3,scarified,0,1,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2017,fir,432,yes,3,scarified,0,1,NA,0,0,NA,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,432,yes,3,scarified,0,1,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,433,yes,2,seeded,1,0,19,1,0,0,,0,0,0.052631579,0.95,0.07751938,0,0,NA,0,0,20,0.645
sshr,2017,fir,433,yes,2,seeded,1,0,20,0,0,NA,,0,0,0,1,0,NA,NA,NA,NA,NA,20,0.645
sshr,2018,fir,433,yes,2,seeded,1,0,15,0,NA,0,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,15,0.645
sshr,2016,fir,434,yes,1,control,0,0,NA,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0.645
nalp,2018,spruce,1701,no,2,seeded,1,0,18,2,NA,0,,NA,0,0.111111111,0.9,0.21978022,NA,0,0,NA,NA,20,0.455
